AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,RAC1P,PINCP
27.0,1.0,19.0,1.0,5740.0,28.0,2.0,35.0,2.0,2.0,0.0
57.0,1.0,21.0,1.0,4710.0,28.0,1.0,40.0,2.0,1.0,0.0
48.0,1.0,17.0,1.0,5240.0,28.0,1.0,40.0,2.0,1.0,0.0
48.0,1.0,19.0,3.0,4240.0,19.0,0.0,40.0,1.0,1.0,0.0
57.0,4.0,19.0,1.0,5510.0,48.0,0.0,40.0,1.0,1.0,1.0
58.0,1.0,24.0,1.0,1720.0,22.0,0.0,40.0,1.0,9.0,0.0
28.0,1.0,20.0,5.0,5160.0,28.0,0.0,32.0,2.0,2.0,0.0
60.0,7.0,24.0,1.0,3010.0,24.0,1.0,32.0,2.0,1.0,1.0
25.0,6.0,18.0,5.0,4230.0,38.0,15.0,3.0,2.0,1.0,0.0
52.0,1.0,13.0,2.0,310.0,28.0,0.0,40.0,1.0,1.0,1.0
52.0,1.0,11.0,1.0,4760.0,28.0,1.0,46.0,1.0,1.0,0.0
17.0,1.0,13.0,5.0,4020.0,28.0,2.0,20.0,1.0,1.0,0.0
38.0,1.0,19.0,1.0,3421.0,48.0,0.0,35.0,2.0,1.0,0.0
24.0,4.0,19.0,5.0,5740.0,329.0,2.0,40.0,2.0,8.0,0.0
55.0,1.0,24.0,1.0,3100.0,47.0,1.0,70.0,1.0,1.0,1.0
43.0,1.0,22.0,1.0,4760.0,4.0,0.0,62.0,1.0,1.0,1.0
47.0,2.0,16.0,1.0,4600.0,28.0,1.0,40.0,2.0,1.0,0.0
51.0,7.0,16.0,1.0,5820.0,47.0,1.0,40.0,2.0,1.0,0.0
59.0,6.0,20.0,3.0,4251.0,28.0,0.0,35.0,1.0,2.0,0.0
78.0,7.0,21.0,1.0,4700.0,28.0,1.0,50.0,1.0,1.0,0.0
62.0,1.0,16.0,1.0,52.0,47.0,1.0,40.0,1.0,1.0,1.0
26.0,2.0,20.0,1.0,7410.0,28.0,0.0,40.0,1.0,1.0,1.0
34.0,1.0,17.0,1.0,7240.0,28.0,9.0,45.0,1.0,1.0,0.0
33.0,1.0,16.0,4.0,4010.0,28.0,0.0,40.0,2.0,2.0,0.0
64.0,4.0,13.0,2.0,4220.0,28.0,0.0,40.0,2.0,2.0,0.0
26.0,5.0,21.0,1.0,9825.0,233.0,17.0,40.0,2.0,6.0,0.0
48.0,4.0,19.0,1.0,3725.0,28.0,0.0,40.0,1.0,1.0,0.0
40.0,1.0,19.0,5.0,6355.0,28.0,2.0,40.0,1.0,1.0,0.0
24.0,1.0,21.0,5.0,5000.0,28.0,12.0,40.0,2.0,2.0,0.0
43.0,6.0,19.0,1.0,4510.0,28.0,1.0,20.0,2.0,2.0,0.0
70.0,6.0,19.0,3.0,4920.0,47.0,0.0,40.0,2.0,1.0,1.0
66.0,1.0,21.0,1.0,5000.0,28.0,0.0,45.0,2.0,2.0,0.0
26.0,1.0,19.0,1.0,120.0,28.0,1.0,40.0,2.0,1.0,0.0
48.0,1.0,16.0,1.0,9130.0,23.0,0.0,40.0,1.0,1.0,0.0
32.0,7.0,24.0,1.0,3010.0,29.0,1.0,45.0,1.0,1.0,1.0
46.0,1.0,19.0,2.0,3603.0,28.0,0.0,40.0,2.0,2.0,0.0
43.0,1.0,12.0,1.0,7700.0,28.0,1.0,40.0,2.0,1.0,0.0
54.0,5.0,19.0,1.0,3515.0,28.0,0.0,40.0,2.0,2.0,0.0
45.0,1.0,16.0,1.0,5400.0,28.0,0.0,39.0,2.0,1.0,0.0
28.0,6.0,23.0,1.0,2100.0,28.0,1.0,40.0,1.0,1.0,0.0
45.0,1.0,16.0,1.0,9620.0,28.0,0.0,40.0,2.0,2.0,0.0
48.0,1.0,9.0,1.0,9640.0,303.0,1.0,40.0,1.0,8.0,0.0
49.0,1.0,18.0,1.0,5740.0,29.0,1.0,40.0,2.0,1.0,0.0
29.0,3.0,21.0,1.0,2310.0,47.0,0.0,40.0,2.0,1.0,0.0
32.0,1.0,16.0,5.0,5240.0,28.0,0.0,40.0,1.0,2.0,0.0
61.0,7.0,21.0,1.0,4760.0,28.0,0.0,40.0,1.0,1.0,0.0
47.0,1.0,18.0,1.0,5230.0,47.0,2.0,40.0,2.0,1.0,0.0
18.0,1.0,12.0,5.0,8950.0,28.0,2.0,35.0,2.0,1.0,0.0
39.0,1.0,18.0,5.0,4740.0,28.0,10.0,40.0,1.0,2.0,0.0
63.0,1.0,21.0,1.0,4700.0,22.0,0.0,30.0,1.0,1.0,1.0
51.0,3.0,21.0,1.0,2435.0,28.0,0.0,40.0,1.0,1.0,0.0
77.0,7.0,21.0,2.0,1360.0,47.0,0.0,30.0,1.0,1.0,0.0
20.0,1.0,19.0,5.0,8950.0,48.0,17.0,20.0,2.0,1.0,0.0
59.0,1.0,22.0,1.0,5000.0,47.0,0.0,20.0,2.0,1.0,0.0
27.0,1.0,18.0,1.0,4760.0,229.0,1.0,15.0,2.0,6.0,0.0
71.0,1.0,22.0,1.0,2320.0,48.0,1.0,16.0,2.0,8.0,0.0
68.0,4.0,14.0,1.0,3515.0,19.0,0.0,40.0,1.0,1.0,1.0
60.0,1.0,16.0,1.0,8740.0,28.0,0.0,40.0,1.0,2.0,0.0
28.0,1.0,19.0,5.0,440.0,28.0,12.0,40.0,2.0,1.0,0.0
70.0,1.0,16.0,2.0,5740.0,28.0,6.0,32.0,2.0,1.0,1.0
38.0,1.0,16.0,1.0,9620.0,28.0,1.0,26.0,1.0,1.0,0.0
31.0,1.0,1.0,1.0,8800.0,313.0,0.0,40.0,1.0,1.0,0.0
63.0,1.0,9.0,1.0,6410.0,28.0,0.0,38.0,1.0,1.0,0.0
19.0,1.0,18.0,5.0,4110.0,28.0,0.0,40.0,2.0,2.0,0.0
59.0,1.0,18.0,3.0,8140.0,28.0,0.0,40.0,1.0,1.0,0.0
50.0,1.0,18.0,1.0,4400.0,22.0,1.0,40.0,1.0,1.0,0.0
34.0,5.0,19.0,1.0,440.0,39.0,0.0,50.0,1.0,1.0,1.0
18.0,1.0,19.0,5.0,3603.0,28.0,15.0,10.0,2.0,1.0,0.0
24.0,1.0,19.0,1.0,5740.0,28.0,1.0,36.0,2.0,2.0,0.0
56.0,1.0,20.0,1.0,9645.0,12.0,0.0,41.0,1.0,1.0,0.0
35.0,1.0,20.0,1.0,4150.0,116.0,1.0,35.0,2.0,8.0,0.0
39.0,1.0,19.0,4.0,4200.0,28.0,0.0,40.0,2.0,2.0,0.0
36.0,1.0,17.0,5.0,8140.0,28.0,0.0,44.0,1.0,2.0,1.0
60.0,4.0,22.0,1.0,2014.0,28.0,1.0,40.0,2.0,1.0,1.0
25.0,2.0,23.0,5.0,5240.0,51.0,0.0,25.0,2.0,1.0,0.0
75.0,1.0,16.0,1.0,8250.0,28.0,0.0,20.0,2.0,1.0,0.0
59.0,1.0,16.0,1.0,4720.0,26.0,0.0,45.0,2.0,1.0,0.0
43.0,1.0,15.0,5.0,4230.0,28.0,0.0,26.0,2.0,2.0,0.0
43.0,1.0,22.0,1.0,1400.0,28.0,1.0,45.0,1.0,1.0,1.0
55.0,1.0,19.0,1.0,5110.0,28.0,1.0,24.0,2.0,1.0,0.0
63.0,6.0,19.0,1.0,4510.0,28.0,1.0,48.0,2.0,1.0,0.0
52.0,1.0,16.0,1.0,9365.0,28.0,0.0,84.0,1.0,1.0,1.0
24.0,1.0,19.0,5.0,3645.0,28.0,2.0,40.0,2.0,2.0,0.0
23.0,1.0,21.0,5.0,5740.0,4.0,0.0,20.0,2.0,1.0,0.0
47.0,6.0,20.0,3.0,9620.0,28.0,0.0,40.0,1.0,1.0,0.0
34.0,1.0,21.0,3.0,8990.0,28.0,0.0,40.0,2.0,2.0,0.0
23.0,1.0,19.0,5.0,9620.0,18.0,0.0,40.0,2.0,2.0,0.0
48.0,5.0,20.0,1.0,5165.0,28.0,1.0,45.0,2.0,1.0,0.0
54.0,4.0,22.0,3.0,1760.0,6.0,0.0,40.0,2.0,1.0,1.0
48.0,1.0,21.0,1.0,4760.0,28.0,0.0,50.0,1.0,1.0,0.0
68.0,1.0,18.0,3.0,5120.0,28.0,0.0,34.0,2.0,1.0,0.0
23.0,1.0,17.0,5.0,4720.0,28.0,7.0,40.0,1.0,2.0,0.0
61.0,4.0,21.0,1.0,7340.0,28.0,1.0,40.0,1.0,1.0,0.0
35.0,6.0,21.0,3.0,4510.0,28.0,0.0,40.0,2.0,1.0,0.0
44.0,4.0,22.0,1.0,3230.0,28.0,0.0,32.0,2.0,1.0,0.0
31.0,1.0,15.0,1.0,4850.0,28.0,0.0,45.0,1.0,1.0,1.0
40.0,6.0,21.0,1.0,4700.0,28.0,0.0,24.0,2.0,1.0,0.0
63.0,7.0,16.0,1.0,6230.0,28.0,0.0,50.0,1.0,2.0,0.0
67.0,1.0,19.0,1.0,4850.0,28.0,1.0,40.0,1.0,1.0,1.0
26.0,1.0,16.0,1.0,7200.0,5.0,0.0,40.0,1.0,1.0,1.0
51.0,1.0,21.0,1.0,4850.0,28.0,1.0,60.0,1.0,1.0,0.0
65.0,1.0,14.0,2.0,4720.0,28.0,0.0,20.0,2.0,2.0,0.0
37.0,1.0,20.0,1.0,4000.0,28.0,1.0,42.0,1.0,1.0,0.0
40.0,1.0,17.0,1.0,8450.0,28.0,1.0,40.0,1.0,1.0,0.0
21.0,1.0,20.0,5.0,5400.0,30.0,2.0,20.0,2.0,9.0,0.0
61.0,1.0,16.0,1.0,8320.0,28.0,0.0,40.0,2.0,2.0,0.0
52.0,1.0,20.0,1.0,2145.0,28.0,1.0,40.0,2.0,1.0,1.0
48.0,1.0,21.0,1.0,2640.0,47.0,1.0,40.0,1.0,1.0,1.0
65.0,4.0,19.0,3.0,4230.0,28.0,13.0,40.0,2.0,2.0,1.0
28.0,6.0,20.0,1.0,6230.0,28.0,0.0,35.0,1.0,1.0,0.0
73.0,1.0,19.0,1.0,5510.0,22.0,0.0,40.0,1.0,1.0,0.0
55.0,1.0,16.0,3.0,4220.0,28.0,0.0,40.0,1.0,1.0,0.0
22.0,2.0,21.0,5.0,2310.0,28.0,0.0,40.0,2.0,1.0,0.0
45.0,5.0,17.0,1.0,8300.0,13.0,16.0,6.0,1.0,2.0,0.0
43.0,1.0,21.0,3.0,4810.0,28.0,12.0,40.0,2.0,1.0,0.0
25.0,1.0,18.0,1.0,9610.0,28.0,0.0,37.0,2.0,2.0,0.0
29.0,4.0,22.0,5.0,2722.0,55.0,13.0,45.0,1.0,1.0,0.0
27.0,6.0,16.0,1.0,4040.0,28.0,1.0,40.0,2.0,2.0,0.0
40.0,1.0,22.0,1.0,800.0,28.0,1.0,40.0,1.0,1.0,1.0
60.0,1.0,10.0,3.0,9620.0,28.0,0.0,40.0,1.0,2.0,0.0
53.0,5.0,23.0,1.0,440.0,4.0,0.0,40.0,1.0,1.0,1.0
60.0,1.0,18.0,3.0,4760.0,28.0,0.0,45.0,1.0,1.0,1.0
76.0,1.0,19.0,1.0,5000.0,48.0,1.0,45.0,2.0,1.0,1.0
40.0,1.0,20.0,1.0,3930.0,36.0,0.0,40.0,2.0,1.0,0.0
50.0,2.0,16.0,1.0,7220.0,301.0,0.0,40.0,1.0,1.0,0.0
23.0,1.0,18.0,1.0,8990.0,28.0,1.0,40.0,1.0,1.0,1.0
26.0,1.0,24.0,1.0,9645.0,28.0,1.0,45.0,1.0,2.0,0.0
60.0,1.0,23.0,3.0,350.0,5.0,0.0,24.0,2.0,1.0,1.0
31.0,1.0,19.0,5.0,9620.0,22.0,0.0,42.0,2.0,2.0,0.0
52.0,1.0,21.0,4.0,4150.0,22.0,0.0,20.0,2.0,1.0,0.0
47.0,3.0,19.0,3.0,2825.0,28.0,0.0,40.0,2.0,1.0,0.0
60.0,7.0,20.0,1.0,6200.0,28.0,0.0,40.0,1.0,1.0,0.0
30.0,1.0,20.0,1.0,4700.0,28.0,1.0,40.0,2.0,1.0,0.0
24.0,1.0,18.0,5.0,9645.0,28.0,2.0,40.0,2.0,2.0,0.0
28.0,1.0,18.0,5.0,4020.0,28.0,0.0,40.0,1.0,2.0,0.0
38.0,1.0,1.0,1.0,6260.0,303.0,1.0,40.0,1.0,1.0,0.0
17.0,1.0,15.0,5.0,6441.0,28.0,2.0,30.0,1.0,1.0,0.0
70.0,1.0,20.0,1.0,4760.0,34.0,0.0,25.0,1.0,1.0,0.0
45.0,1.0,16.0,1.0,8990.0,28.0,0.0,40.0,2.0,2.0,0.0
23.0,2.0,21.0,1.0,2040.0,28.0,0.0,42.0,1.0,1.0,0.0
56.0,1.0,20.0,3.0,440.0,5.0,0.0,50.0,2.0,1.0,1.0
23.0,1.0,19.0,5.0,4110.0,51.0,12.0,40.0,2.0,1.0,0.0
33.0,3.0,21.0,5.0,3740.0,28.0,13.0,48.0,1.0,1.0,0.0
51.0,2.0,21.0,1.0,440.0,28.0,0.0,50.0,1.0,2.0,1.0
34.0,1.0,17.0,1.0,6050.0,28.0,0.0,85.0,2.0,1.0,0.0
54.0,1.0,16.0,3.0,9130.0,9.0,0.0,53.0,1.0,1.0,0.0
31.0,1.0,17.0,5.0,8990.0,21.0,2.0,40.0,1.0,1.0,1.0
59.0,6.0,20.0,1.0,4510.0,28.0,1.0,24.0,2.0,2.0,0.0
35.0,3.0,22.0,1.0,2310.0,28.0,0.0,50.0,1.0,1.0,0.0
22.0,3.0,19.0,5.0,3500.0,28.0,2.0,34.0,2.0,1.0,0.0
22.0,1.0,21.0,5.0,4600.0,1.0,0.0,30.0,2.0,1.0,0.0
45.0,1.0,21.0,5.0,2014.0,28.0,0.0,40.0,2.0,2.0,0.0
17.0,1.0,14.0,5.0,4110.0,28.0,2.0,8.0,2.0,2.0,0.0
53.0,4.0,21.0,1.0,2320.0,28.0,1.0,45.0,2.0,1.0,1.0
36.0,1.0,17.0,1.0,4700.0,25.0,1.0,45.0,1.0,1.0,0.0
31.0,1.0,21.0,1.0,6355.0,28.0,0.0,40.0,1.0,1.0,0.0
59.0,7.0,19.0,1.0,630.0,36.0,0.0,40.0,2.0,1.0,0.0
34.0,1.0,14.0,5.0,4020.0,28.0,0.0,40.0,2.0,2.0,0.0
62.0,1.0,18.0,2.0,410.0,28.0,0.0,5.0,2.0,2.0,0.0
29.0,5.0,16.0,1.0,9825.0,6.0,17.0,40.0,1.0,1.0,0.0
34.0,3.0,21.0,4.0,3710.0,6.0,0.0,50.0,2.0,1.0,0.0
58.0,2.0,21.0,1.0,350.0,28.0,1.0,40.0,2.0,1.0,1.0
25.0,1.0,16.0,5.0,4720.0,28.0,13.0,35.0,2.0,2.0,0.0
20.0,1.0,18.0,5.0,4020.0,28.0,2.0,20.0,1.0,2.0,0.0
26.0,1.0,14.0,5.0,3500.0,28.0,2.0,1.0,2.0,2.0,1.0
43.0,4.0,22.0,1.0,2310.0,28.0,0.0,40.0,2.0,1.0,0.0
41.0,1.0,19.0,1.0,5740.0,28.0,1.0,36.0,2.0,1.0,0.0
65.0,1.0,19.0,1.0,5410.0,28.0,1.0,45.0,1.0,1.0,0.0
46.0,6.0,18.0,1.0,4010.0,22.0,0.0,32.0,1.0,1.0,0.0
62.0,1.0,22.0,3.0,350.0,28.0,0.0,40.0,2.0,2.0,0.0
52.0,1.0,21.0,1.0,1108.0,39.0,1.0,40.0,1.0,1.0,1.0
58.0,1.0,20.0,1.0,5610.0,1.0,0.0,48.0,1.0,1.0,0.0
18.0,1.0,19.0,5.0,4720.0,28.0,17.0,40.0,2.0,2.0,0.0
41.0,1.0,21.0,1.0,8740.0,28.0,1.0,40.0,1.0,1.0,0.0
27.0,5.0,21.0,1.0,6120.0,140.0,1.0,40.0,1.0,1.0,1.0
53.0,1.0,16.0,4.0,120.0,28.0,0.0,45.0,2.0,1.0,0.0
43.0,1.0,20.0,1.0,7360.0,28.0,0.0,70.0,1.0,1.0,1.0
55.0,1.0,19.0,1.0,7750.0,28.0,1.0,40.0,2.0,2.0,1.0
62.0,1.0,16.0,1.0,4600.0,22.0,1.0,40.0,2.0,1.0,0.0
40.0,6.0,18.0,5.0,4600.0,28.0,0.0,40.0,2.0,2.0,0.0
62.0,1.0,17.0,1.0,4720.0,19.0,1.0,40.0,2.0,1.0,0.0
26.0,1.0,14.0,5.0,4510.0,28.0,0.0,32.0,2.0,2.0,0.0
35.0,1.0,22.0,1.0,3230.0,28.0,1.0,40.0,2.0,1.0,1.0
31.0,1.0,12.0,1.0,7700.0,28.0,1.0,40.0,2.0,1.0,0.0
47.0,3.0,22.0,1.0,5220.0,28.0,1.0,40.0,2.0,2.0,0.0
20.0,1.0,19.0,5.0,4110.0,28.0,12.0,32.0,2.0,1.0,0.0
67.0,6.0,1.0,1.0,205.0,247.0,0.0,40.0,1.0,6.0,1.0
59.0,7.0,21.0,1.0,3050.0,28.0,1.0,32.0,1.0,1.0,1.0
62.0,2.0,16.0,4.0,9645.0,28.0,0.0,40.0,1.0,2.0,0.0
43.0,1.0,20.0,1.0,9645.0,28.0,1.0,35.0,1.0,2.0,0.0
24.0,1.0,16.0,5.0,9620.0,12.0,13.0,40.0,1.0,1.0,0.0
19.0,6.0,12.0,5.0,6260.0,28.0,2.0,25.0,1.0,3.0,0.0
57.0,4.0,20.0,4.0,6730.0,13.0,13.0,40.0,1.0,1.0,0.0
66.0,6.0,16.0,3.0,4510.0,28.0,0.0,18.0,2.0,1.0,0.0
53.0,4.0,21.0,1.0,1530.0,28.0,0.0,44.0,1.0,1.0,1.0
36.0,1.0,21.0,1.0,3620.0,48.0,1.0,45.0,1.0,1.0,0.0
34.0,1.0,19.0,1.0,4700.0,28.0,0.0,45.0,1.0,1.0,0.0
24.0,1.0,22.0,1.0,3255.0,28.0,0.0,24.0,2.0,1.0,0.0
27.0,1.0,16.0,5.0,6260.0,28.0,13.0,40.0,1.0,2.0,0.0
36.0,1.0,21.0,1.0,1400.0,28.0,1.0,45.0,1.0,1.0,1.0
43.0,4.0,21.0,1.0,220.0,47.0,0.0,40.0,1.0,1.0,1.0
30.0,1.0,19.0,1.0,1108.0,28.0,1.0,40.0,1.0,1.0,0.0
47.0,1.0,1.0,1.0,8140.0,22.0,1.0,44.0,1.0,1.0,0.0
18.0,1.0,18.0,5.0,4020.0,13.0,17.0,12.0,2.0,2.0,0.0
53.0,2.0,15.0,5.0,8990.0,28.0,0.0,30.0,1.0,2.0,0.0
31.0,1.0,15.0,5.0,4055.0,22.0,2.0,10.0,2.0,1.0,0.0
72.0,1.0,15.0,1.0,5740.0,28.0,1.0,24.0,2.0,1.0,1.0
36.0,3.0,22.0,1.0,2320.0,28.0,0.0,40.0,2.0,1.0,0.0
50.0,3.0,15.0,4.0,4130.0,28.0,13.0,32.0,2.0,2.0,0.0
18.0,1.0,15.0,5.0,2545.0,28.0,2.0,10.0,1.0,1.0,0.0
40.0,1.0,18.0,1.0,6200.0,28.0,1.0,50.0,1.0,1.0,1.0
60.0,1.0,17.0,2.0,4700.0,28.0,0.0,37.0,1.0,1.0,0.0
39.0,2.0,21.0,1.0,3255.0,47.0,0.0,36.0,2.0,2.0,0.0
19.0,2.0,19.0,5.0,4760.0,5.0,17.0,2.0,2.0,2.0,0.0
47.0,1.0,19.0,2.0,4400.0,24.0,0.0,35.0,1.0,1.0,1.0
52.0,1.0,17.0,1.0,9130.0,1.0,1.0,70.0,1.0,1.0,1.0
27.0,1.0,18.0,5.0,5240.0,28.0,2.0,10.0,1.0,1.0,0.0
17.0,1.0,14.0,5.0,4030.0,28.0,2.0,40.0,2.0,1.0,0.0
53.0,6.0,14.0,1.0,4760.0,28.0,1.0,30.0,1.0,1.0,0.0
62.0,1.0,14.0,1.0,7340.0,28.0,0.0,40.0,1.0,1.0,0.0
40.0,1.0,21.0,5.0,4110.0,28.0,0.0,40.0,2.0,9.0,0.0
33.0,1.0,16.0,5.0,4621.0,28.0,2.0,30.0,1.0,1.0,0.0
64.0,4.0,22.0,1.0,650.0,39.0,1.0,8.0,2.0,1.0,0.0
54.0,1.0,19.0,3.0,5230.0,28.0,6.0,20.0,2.0,1.0,0.0
48.0,4.0,21.0,1.0,1050.0,28.0,1.0,50.0,1.0,1.0,1.0
42.0,2.0,16.0,1.0,4220.0,28.0,0.0,40.0,2.0,1.0,0.0
42.0,1.0,16.0,1.0,9510.0,28.0,1.0,40.0,1.0,1.0,1.0
55.0,6.0,20.0,1.0,3255.0,28.0,0.0,25.0,2.0,1.0,1.0
75.0,1.0,22.0,1.0,230.0,28.0,1.0,40.0,2.0,1.0,1.0
52.0,3.0,16.0,1.0,4020.0,28.0,1.0,40.0,2.0,1.0,0.0
33.0,1.0,12.0,5.0,8140.0,28.0,0.0,40.0,1.0,1.0,0.0
59.0,7.0,19.0,1.0,4850.0,28.0,0.0,50.0,1.0,1.0,0.0
25.0,3.0,21.0,1.0,2310.0,28.0,1.0,40.0,2.0,1.0,0.0
31.0,2.0,20.0,5.0,2060.0,28.0,0.0,5.0,2.0,2.0,0.0
53.0,1.0,13.0,5.0,8990.0,28.0,0.0,58.0,2.0,2.0,0.0
31.0,2.0,22.0,1.0,420.0,47.0,0.0,40.0,2.0,1.0,0.0
41.0,1.0,21.0,1.0,4820.0,37.0,0.0,40.0,1.0,1.0,0.0
56.0,1.0,20.0,1.0,3515.0,28.0,0.0,40.0,2.0,1.0,1.0
26.0,3.0,22.0,5.0,2310.0,13.0,13.0,40.0,2.0,1.0,0.0
38.0,4.0,16.0,1.0,7750.0,28.0,0.0,40.0,2.0,2.0,0.0
70.0,7.0,14.0,1.0,4700.0,28.0,1.0,60.0,2.0,1.0,0.0
28.0,1.0,22.0,5.0,52.0,28.0,0.0,40.0,2.0,1.0,0.0
65.0,1.0,21.0,1.0,2810.0,26.0,1.0,50.0,1.0,1.0,1.0
25.0,1.0,19.0,5.0,4760.0,28.0,0.0,43.0,2.0,1.0,0.0
59.0,4.0,22.0,3.0,5740.0,28.0,0.0,40.0,2.0,2.0,0.0
40.0,1.0,19.0,4.0,6441.0,28.0,0.0,50.0,1.0,1.0,0.0
39.0,4.0,23.0,1.0,3258.0,28.0,0.0,40.0,1.0,2.0,1.0
26.0,1.0,17.0,5.0,9620.0,12.0,16.0,35.0,1.0,2.0,0.0
74.0,1.0,16.0,1.0,4150.0,28.0,0.0,10.0,1.0,1.0,1.0
50.0,1.0,22.0,1.0,9130.0,28.0,1.0,40.0,1.0,2.0,0.0
19.0,1.0,17.0,5.0,3960.0,28.0,7.0,30.0,2.0,2.0,0.0
41.0,4.0,20.0,5.0,2016.0,28.0,0.0,40.0,2.0,2.0,0.0
53.0,1.0,14.0,5.0,8990.0,28.0,5.0,50.0,1.0,2.0,0.0
35.0,1.0,16.0,2.0,2545.0,28.0,0.0,12.0,2.0,1.0,1.0
67.0,6.0,21.0,1.0,800.0,28.0,1.0,40.0,2.0,1.0,0.0
20.0,1.0,15.0,5.0,8990.0,28.0,2.0,32.0,1.0,1.0,0.0
54.0,1.0,20.0,1.0,4850.0,28.0,1.0,80.0,2.0,1.0,1.0
19.0,1.0,18.0,5.0,4220.0,12.0,17.0,25.0,2.0,1.0,0.0
26.0,1.0,16.0,3.0,7855.0,47.0,0.0,30.0,1.0,1.0,0.0
35.0,1.0,22.0,1.0,120.0,6.0,1.0,40.0,1.0,1.0,0.0
67.0,3.0,1.0,5.0,4655.0,28.0,15.0,35.0,2.0,2.0,0.0
61.0,1.0,16.0,1.0,9130.0,28.0,1.0,40.0,1.0,1.0,0.0
20.0,1.0,16.0,5.0,7855.0,28.0,2.0,22.0,2.0,2.0,0.0
26.0,1.0,21.0,5.0,5840.0,28.0,0.0,40.0,2.0,2.0,0.0
43.0,2.0,23.0,1.0,420.0,28.0,1.0,40.0,2.0,1.0,1.0
56.0,4.0,16.0,1.0,6200.0,28.0,1.0,40.0,1.0,1.0,1.0
62.0,1.0,20.0,1.0,1106.0,47.0,0.0,40.0,2.0,1.0,1.0
37.0,1.0,16.0,1.0,6442.0,72.0,0.0,40.0,1.0,8.0,1.0
24.0,1.0,15.0,1.0,6410.0,28.0,1.0,20.0,2.0,1.0,0.0
38.0,1.0,20.0,1.0,8140.0,28.0,0.0,40.0,1.0,1.0,0.0
61.0,1.0,22.0,1.0,1010.0,28.0,0.0,40.0,1.0,1.0,1.0
35.0,3.0,23.0,1.0,3090.0,28.0,1.0,40.0,2.0,2.0,1.0
33.0,1.0,16.0,1.0,8990.0,28.0,1.0,40.0,1.0,2.0,0.0
60.0,6.0,19.0,5.0,3602.0,28.0,0.0,40.0,2.0,2.0,0.0
67.0,1.0,18.0,1.0,4435.0,28.0,1.0,25.0,1.0,2.0,0.0
57.0,2.0,22.0,1.0,2040.0,28.0,0.0,55.0,1.0,1.0,1.0
34.0,4.0,21.0,1.0,3870.0,215.0,1.0,45.0,1.0,1.0,1.0
46.0,1.0,20.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,0.0
50.0,7.0,20.0,1.0,440.0,28.0,0.0,50.0,1.0,1.0,1.0
47.0,6.0,21.0,1.0,800.0,28.0,0.0,40.0,2.0,1.0,1.0
52.0,1.0,19.0,1.0,5000.0,28.0,0.0,40.0,2.0,1.0,0.0
52.0,1.0,16.0,1.0,9130.0,29.0,0.0,80.0,1.0,1.0,1.0
21.0,1.0,19.0,5.0,4720.0,28.0,17.0,30.0,2.0,2.0,0.0
32.0,1.0,21.0,3.0,630.0,22.0,13.0,45.0,2.0,2.0,0.0
57.0,4.0,16.0,1.0,7000.0,28.0,0.0,40.0,1.0,1.0,1.0
58.0,2.0,12.0,5.0,4251.0,28.0,0.0,20.0,1.0,2.0,0.0
61.0,1.0,18.0,2.0,5740.0,28.0,0.0,40.0,2.0,2.0,0.0
45.0,8.0,21.0,1.0,9130.0,28.0,0.0,65.0,1.0,2.0,0.0
54.0,1.0,15.0,1.0,8740.0,28.0,1.0,40.0,1.0,2.0,0.0
40.0,1.0,16.0,3.0,9130.0,28.0,5.0,40.0,1.0,2.0,0.0
41.0,2.0,23.0,1.0,2205.0,210.0,0.0,40.0,1.0,6.0,1.0
31.0,1.0,21.0,1.0,1021.0,6.0,0.0,40.0,1.0,1.0,1.0
25.0,4.0,19.0,5.0,9600.0,47.0,2.0,40.0,1.0,2.0,0.0
62.0,1.0,16.0,3.0,5110.0,12.0,15.0,40.0,2.0,1.0,0.0
34.0,4.0,21.0,1.0,3255.0,28.0,1.0,48.0,2.0,2.0,0.0
51.0,1.0,17.0,1.0,9570.0,28.0,1.0,84.0,1.0,1.0,0.0
59.0,3.0,19.0,2.0,6200.0,28.0,0.0,40.0,1.0,2.0,1.0
27.0,1.0,19.0,1.0,4010.0,28.0,0.0,48.0,2.0,2.0,0.0
25.0,1.0,21.0,1.0,3255.0,28.0,0.0,36.0,2.0,1.0,0.0
54.0,1.0,17.0,5.0,4810.0,17.0,0.0,72.0,2.0,2.0,0.0
42.0,1.0,19.0,1.0,3500.0,28.0,0.0,45.0,2.0,1.0,0.0
63.0,1.0,18.0,4.0,3603.0,28.0,0.0,36.0,2.0,2.0,0.0
61.0,1.0,20.0,4.0,4465.0,5.0,0.0,40.0,2.0,1.0,0.0
55.0,1.0,18.0,1.0,540.0,28.0,1.0,40.0,1.0,1.0,0.0
23.0,1.0,20.0,5.0,5740.0,40.0,13.0,42.0,1.0,1.0,0.0
50.0,4.0,19.0,1.0,6230.0,28.0,1.0,40.0,1.0,1.0,1.0
43.0,1.0,19.0,1.0,9620.0,28.0,1.0,40.0,2.0,2.0,0.0
54.0,5.0,21.0,1.0,1006.0,28.0,0.0,40.0,2.0,1.0,1.0
44.0,2.0,20.0,1.0,3255.0,28.0,1.0,40.0,2.0,1.0,0.0
55.0,1.0,19.0,3.0,4230.0,47.0,0.0,40.0,2.0,1.0,0.0
